39.404263038,New Point
44.373333333,New Point
46.370249433,New Point
51.641179138,New Point
53.823854875,New Point
61.022040816,New Point
65.573151927,New Point
71.262040816,New Point
72.608798185,New Point
77.159909297,New Point
79.621224489,New Point
81.571700680,New Point
82.686258503,New Point
85.170793650,New Point
86.656870748,New Point
89.071746031,New Point
93.251337868,New Point
95.108934240,New Point
96.316371882,New Point
98.499047619,New Point
99.822585034,New Point
101.494421768,New Point
102.167800453,New Point
104.048616780,New Point
105.302494331,New Point
115.681814058,New Point
117.376870748,New Point
119.002267573,New Point
120.209705215,New Point
122.067301587,New Point
125.410975056,New Point
129.474467120,New Point
132.144761904,New Point
133.793378684,New Point
134.675736961,New Point
137.229931972,New Point
139.575147392,New Point
142.291882086,New Point
145.426575963,New Point
147.144852607,New Point
148.096870748,New Point
150.860045351,New Point
152.601541950,New Point
153.298140589,New Point
224.420861678,New Point
227.160816326,New Point
227.950294784,New Point
229.180952380,New Point
231.363628117,New Point
236.193378684,New Point
238.585034013,New Point
241.650068027,New Point
243.368344671,New Point
245.434920634,New Point
249.080453514,New Point
252.749206349,New Point
255.767800453,New Point
259.738412698,New Point
262.594467120,New Point
267.099138321,New Point
268.283356009,New Point
269.630113378,New Point
274.111564625,New Point
278.221496598,New Point
280.288072562,New Point
284.374784580,New Point
286.882539682,New Point
291.665850340,New Point
293.012607709,New Point
297.703038548,New Point
299.560634920,New Point
304.622585034,New Point
305.969342403,New Point
310.659773242,New Point
313.237188208,New Point
317.927619047,New Point
319.088616780,New Point
323.477188208,New Point
327.192380952,New Point
329.444716553,New Point
330.234195011,New Point
333.438548752,New Point
333.995827664,New Point
335.899863945,New Point
336.851882086,New Point
340.892154195,New Point
379.112199546,New Point
380.830476190,New Point
381.921814058,New Point
385.079727891,New Point
386.983764172,New Point
391.233015873,New Point
