1.764716553,New Point
3.250793650,New Point
5.596009070,New Point
9.171882086,New Point
12.910294784,New Point
17.554285714,New Point
18.065124716,New Point
19.783401360,New Point
21.385578231,New Point
25.750929705,New Point
26.517188208,New Point
31.857777777,New Point
33.250975056,New Point
35.015691609,New Point
37.314467120,New Point
41.610158730,New Point
42.933696145,New Point
44.025034013,New Point
46.114829931,New Point
49.086984126,New Point
51.501859410,New Point
52.778956916,New Point
54.404353741,New Point
58.583945578,New Point
59.930702947,New Point
61.277460317,New Point
63.227936507,New Point
66.362630385,New Point
68.011247165,New Point
72.585578231,New Point
73.328616780,New Point
74.768253968,New Point
76.207891156,New Point
81.014421768,New Point
81.664580498,New Point
83.104217687,New Point
84.102675736,New Point
87.005170068,New Point
87.887528344,New Point
90.046984126,New Point
92.554739229,New Point
96.409251700,New Point
97.825668934,New Point
98.615147392,New Point
100.960362811,New Point
103.769977324,New Point
106.254512471,New Point
109.203446712,New Point
113.313378684,New Point
114.683356009,New Point
115.612154195,New Point
117.864489795,New Point
121.138503401,New Point
139.435827664,New Point
140.503945578,New Point
142.570521541,New Point
146.494693877,New Point
147.934331065,New Point
148.723809523,New Point
150.976145124,New Point
153.925079365,New Point
156.339954648,New Point
157.129433106,New Point
159.103129251,New Point
163.422040816,New Point
164.559818594,New Point
165.326077097,New Point
166.347755102,New Point
170.248707482,New Point
172.710022675,New Point
173.871020408,New Point
176.146575963,New Point
179.583129251,New Point
