20.897959183,New Point
23.777233560,New Point
24.195192743,New Point
26.842267573,New Point
33.018775510,New Point
35.781950113,New Point
36.176689342,New Point
39.009523809,New Point
44.953832199,New Point
47.693786848,New Point
48.158185941,New Point
50.967800453,New Point
62.809977324,New Point
65.480272108,New Point
65.875011337,New Point
68.429206349,New Point
68.777505668,New Point
71.262040816,New Point
71.703219954,New Point
74.652154195,New Point
86.215691609,New Point
88.978866213,New Point
89.396825396,New Point
91.788480725,New Point
92.229659863,New Point
94.690975056,New Point
95.085714285,New Point
97.639909297,New Point
109.203446712,New Point
121.092063492,New Point
132.353741496,New Point
138.019410430,New Point
143.963718820,New Point
149.768707482,New Point
155.434376417,New Point
161.030385487,New Point
218.708752834,New Point
224.327981859,New Point
230.109750566,New Point
236.146938775,New Point
241.673287981,New Point
248.569614512,New Point
