8.411428571,New Point
9.691428571,New Point
10.321269841,New Point
11.357460317,New Point
13.043809523,New Point
17.615238095,New Point
18.996825396,New Point
20.053333333,New Point
20.947301587,New Point
22.836825396,New Point
23.588571428,New Point
24.645079365,New Point
26.107936507,New Point
28.078730158,New Point
29.074285714,New Point
40.878730158,New Point
41.752380952,New Point
43.926349206,New Point
44.434285714,New Point
46.283174603,New Point
47.095873015,New Point
48.050793650,New Point
50.407619047,New Point
51.525079365,New Point
52.398730158,New Point
53.394285714,New Point
54.938412698,New Point
56.827936507,New Point
57.518730158,New Point
59.713015873,New Point
60.850793650,New Point
61.805714285,New Point
62.780952380,New Point
67.067936507,New Point
67.840000000,New Point
69.424761904,New Point
69.912380952,New Point
70.257777777,New Point
71.090793650,New Point
89.417142857,New Point
107.885714285,New Point
109.876825396,New Point
111.664761904,New Point
113.615238095,New Point
114.326349206,New Point
115.464126984,New Point
117.678730158,New Point
118.775873015,New Point
119.466666666,New Point
121.376507936,New Point
122.148571428,New Point
123.916190476,New Point
124.708571428,New Point
139.316825396,New Point
139.926349206,New Point
146.184126984,New Point
