3.575873015,New Point
6.315827664,New Point
40.774240362,New Point
52.152018140,New Point
65.921451247,New Point
76.231111111,New Point
79.110385487,New Point
80.689342403,New Point
81.478820861,New Point
84.056235827,New Point
85.217233560,New Point
89.489705215,New Point
90.813242630,New Point
97.059410430,New Point
98.197188208,New Point
109.528526077,New Point
127.036371882,New Point
128.034829931,New Point
128.847528344,New Point
138.298049886,New Point
141.177324263,New Point
145.542675736,New Point
147.307392290,New Point
151.579863945,New Point
154.134058956,New Point
170.922086167,New Point
