20.340680272,New Point
21.942857142,New Point
22.709115646,New Point
24.264852607,New Point
25.309750566,New Point
26.702947845,New Point
27.306666666,New Point
28.653424036,New Point
29.744761904,New Point
31.555918367,New Point
32.159637188,New Point
33.785034013,New Point
34.388752834,New Point
38.127165532,New Point
39.775782312,New Point
43.003356009,New Point
44.350113378,New Point
66.246530612,New Point
67.152108843,New Point
68.986485260,New Point
71.796099773,New Point
73.816235827,New Point
74.628934240,New Point
76.022131519,New Point
77.229569160,New Point
78.785306122,New Point
79.272925170,New Point
81.014421768,New Point
81.896780045,New Point
83.522176870,New Point
84.125895691,New Point
85.286893424,New Point
86.796190476,New Point
88.305487528,New Point
89.141405895,New Point
90.581043083,New Point
91.277641723,New Point
94.574875283,New Point
96.618231292,New Point
99.938684807,New Point
101.517641723,New Point
123.274739229,New Point
124.458956916,New Point
126.130793650,New Point
128.545668934,New Point
130.844444444,New Point
131.680362811,New Point
132.632380952,New Point
133.537959183,New Point
134.048798185,New Point
134.629297052,New Point
137.508571428,New Point
139.133968253,New Point
142.616961451,New Point
143.174240362,New Point
156.247074829,New Point
157.036553287,New Point
161.007165532,New Point
161.866303854,New Point
162.679002267,New Point
163.213061224,New Point
180.279727891,New Point
181.789024943,New Point
199.018231292,New Point
200.643628117,New Point
204.219501133,New Point
204.869659863,New Point
208.491972789,New Point
209.281451247,New Point
212.392925170,New Point
213.809342403,New Point
216.409977324,New Point
218.731972789,New Point
221.355827664,New Point
