8.405623582,New Point
13.931972789,New Point
15.162630385,New Point
20.758639455,New Point
22.128616780,New Point
27.771065759,New Point
29.071383219,New Point
34.574512471,New Point
36.014149659,New Point
41.679818594,New Point
43.003356009,New Point
48.622585034,New Point
49.853242630,New Point
55.379591836,New Point
56.819229024,New Point
62.392018140,New Point
63.506575963,New Point
73.653696145,New Point
74.048435374,New Point
75.743492063,New Point
77.276009070,New Point
82.802358276,New Point
84.125895691,New Point
89.698684807,New Point
91.068662131,New Point
96.432471655,New Point
97.988208616,New Point
103.421678004,New Point
104.930975056,New Point
110.526984126,New Point
111.687981859,New Point
117.469750566,New Point
118.955827664,New Point
124.017777777,New Point
